row_id,compound_id,compound_name,disease_id,disease_name,label_source,label_semantics,compound_other_ctd_disease_count,compound_cpD_disease_count,compound_bound_gene_count,compound_upregulated_gene_count,compound_downregulated_gene_count,compound_side_effect_count,compound_pharmacologic_class_count,compound_resemblance_neighbor_count,compound_graph_degree,disease_other_ctd_compound_count,disease_cpD_compound_count,disease_graph_degree,has_compound_palliates_disease_edge,ctd_label
Compound::DB00662|Disease::DOID:10763,Compound::DB00662,Trimethobenzamide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB00668|Disease::DOID:12849,Compound::DB00668,Epinephrine,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00668|Disease::DOID:9970,Compound::DB00668,Epinephrine,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00672|Disease::DOID:3393,Compound::DB00672,Chlorpropamide,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,9,0,0,38,1,10,59,28,3,31,0,0
Compound::DB00672|Disease::DOID:9352,Compound::DB00672,Chlorpropamide,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,9,0,0,38,1,10,59,21,0,22,0,1
Compound::DB00676|Disease::DOID:7148,Compound::DB00676,Benzyl Benzoate,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB00676|Disease::DOID:784,Compound::DB00676,Benzyl Benzoate,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,4,4,0,0
Compound::DB00678|Disease::DOID:10763,Compound::DB00678,Losartan,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,20,5,2,187,1,9,227,67,0,68,0,1
Compound::DB00678|Disease::DOID:11119,Compound::DB00678,Losartan,Disease::DOID:11119,Gilles de la Tourette syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,3,0,20,5,2,187,1,9,227,0,2,2,0,0
Compound::DB00678|Disease::DOID:3393,Compound::DB00678,Losartan,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,20,5,2,187,1,9,227,27,3,31,0,1
Compound::DB00678|Disease::DOID:9352,Compound::DB00678,Losartan,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,20,5,2,187,1,9,227,21,0,22,0,1
Compound::DB00687|Disease::DOID:13378,Compound::DB00687,Fludrocortisone,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Compound::DB00687|Disease::DOID:9744,Compound::DB00687,Fludrocortisone,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Compound::DB00691|Disease::DOID:10763,Compound::DB00691,Moexipril,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,0,1,0,0,10,16,67,0,68,0,1
Compound::DB00691|Disease::DOID:14330,Compound::DB00691,Moexipril,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,4,0,1,0,0,10,16,0,1,1,0,0
Compound::DB00695|Disease::DOID:10763,Compound::DB00695,Furosemide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,1,19,0,0,171,1,2,197,67,0,68,0,1
Compound::DB00695|Disease::DOID:3393,Compound::DB00695,Furosemide,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,1,19,0,0,171,1,2,197,27,3,31,0,1
Compound::DB00696|Disease::DOID:12849,Compound::DB00696,Ergotamine,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00696|Disease::DOID:8398,Compound::DB00696,Ergotamine,Disease::DOID:8398,osteoarthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00696|Disease::DOID:9074,Compound::DB00696,Ergotamine,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00697|Disease::DOID:9970,Compound::DB00697,Tizanidine,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00700|Disease::DOID:10763,Compound::DB00700,Eplerenone,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,6,0,5,134,1,12,160,67,0,68,0,1
Compound::DB00700|Disease::DOID:3393,Compound::DB00700,Eplerenone,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,6,0,5,134,1,12,160,27,3,31,0,1
Compound::DB00700|Disease::DOID:585,Compound::DB00700,Eplerenone,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,6,0,5,134,1,12,160,1,0,1,0,0
Compound::DB00712|Disease::DOID:3393,Compound::DB00712,Flurbiprofen,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,28,3,31,0,0
Compound::DB00712|Disease::DOID:9970,Compound::DB00712,Flurbiprofen,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00722|Disease::DOID:10763,Compound::DB00722,Lisinopril,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,3,0,4,0,1,263,0,12,284,67,0,68,0,1
Compound::DB00722|Disease::DOID:12930,Compound::DB00722,Lisinopril,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,3,0,4,0,1,263,0,12,284,2,0,3,0,1
Compound::DB00722|Disease::DOID:3393,Compound::DB00722,Lisinopril,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,3,0,4,0,1,263,0,12,284,27,3,31,0,1
Compound::DB00722|Disease::DOID:418,Compound::DB00722,Lisinopril,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,3,0,4,0,1,263,0,12,284,1,1,3,0,1
Compound::DB00726|Disease::DOID:12849,Compound::DB00726,Trimipramine,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00731|Disease::DOID:585,Compound::DB00731,Nateglinide,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,18,0,0,46,1,15,81,1,0,1,0,0
Compound::DB00731|Disease::DOID:9352,Compound::DB00731,Nateglinide,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,18,0,0,46,1,15,81,21,0,22,0,1
Compound::DB00758|Disease::DOID:11612,Compound::DB00758,Clopidogrel,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,10,45,55,238,2,2,353,1,0,1,0,0
Compound::DB00758|Disease::DOID:3393,Compound::DB00758,Clopidogrel,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,10,45,55,238,2,2,353,27,3,31,0,1
Compound::DB00758|Disease::DOID:9744,Compound::DB00758,Clopidogrel,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,10,45,55,238,2,2,353,1,0,1,0,0
Compound::DB00765|Disease::DOID:9352,Compound::DB00765,Metyrosine,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,22,0,22,0,0
Compound::DB00775|Disease::DOID:12930,Compound::DB00775,Tirofiban,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,2,0,0,33,1,0,37,3,0,3,0,0
Compound::DB00776|Disease::DOID:9352,Compound::DB00776,Oxcarbazepine,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,22,0,22,0,0
Compound::DB00790|Disease::DOID:10763,Compound::DB00790,Perindopril,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,5,4,2,239,0,7,259,67,0,68,0,1
Compound::DB00790|Disease::DOID:14221,Compound::DB00790,Perindopril,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,5,4,2,239,0,7,259,1,0,1,0,0
Compound::DB00790|Disease::DOID:3393,Compound::DB00790,Perindopril,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,5,4,2,239,0,7,259,27,3,31,0,1
Compound::DB00792|Disease::DOID:12849,Compound::DB00792,Tripelennamine,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB00792|Disease::DOID:7148,Compound::DB00792,Tripelennamine,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB00796|Disease::DOID:10763,Compound::DB00796,Candesartan,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,6,8,8,83,0,10,116,67,0,68,0,1
Compound::DB00800|Disease::DOID:10763,Compound::DB00800,Fenoldopam,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,9,2,1,47,0,0,60,67,0,68,0,1
Compound::DB00800|Disease::DOID:7148,Compound::DB00800,Fenoldopam,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,9,2,1,47,0,0,60,0,1,1,0,0
Compound::DB00808|Disease::DOID:10763,Compound::DB00808,Indapamide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,11,0,0,243,1,5,261,67,0,68,0,1
Compound::DB00808|Disease::DOID:784,Compound::DB00808,Indapamide,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,11,0,0,243,1,5,261,0,4,4,0,0
Compound::DB00839|Disease::DOID:10763,Compound::DB00839,Tolazamide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,2,4,38,1,7,56,68,0,68,0,0
Compound::DB00841|Disease::DOID:1936,Compound::DB00841,Dobutamine,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,6,0,6,0,0
Compound::DB00841|Disease::DOID:9074,Compound::DB00841,Dobutamine,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00843|Disease::DOID:1686,Compound::DB00843,Donepezil,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,0,3,0,0
Compound::DB00857|Disease::DOID:14221,Compound::DB00857,Terbinafine,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00865|Disease::DOID:10763,Compound::DB00865,Benzphetamine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB00872|Disease::DOID:9970,Compound::DB00872,Conivaptan,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00874|Disease::DOID:13189,Compound::DB00874,Guaifenesin,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,0,1,1,0,0
Compound::DB00874|Disease::DOID:1686,Compound::DB00874,Guaifenesin,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,3,0,3,0,0
Compound::DB00874|Disease::DOID:7148,Compound::DB00874,Guaifenesin,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,0,1,1,0,0
Compound::DB00874|Disease::DOID:9074,Compound::DB00874,Guaifenesin,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,0,1,1,0,0
Compound::DB00876|Disease::DOID:784,Compound::DB00876,Eprosartan,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,1,1,144,1,1,152,0,4,4,0,0
Compound::DB00880|Disease::DOID:10763,Compound::DB00880,Chlorothiazide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,5,1,0,62,2,11,82,67,0,68,0,1
Compound::DB00881|Disease::DOID:13189,Compound::DB00881,Quinapril,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,0,0,97,0,16,117,0,1,1,0,0
Compound::DB00881|Disease::DOID:14330,Compound::DB00881,Quinapril,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,0,0,97,0,16,117,0,1,1,0,0
Compound::DB00881|Disease::DOID:6364,Compound::DB00881,Quinapril,Disease::DOID:6364,migraine,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,0,0,97,0,16,117,3,1,4,0,0
Compound::DB00881|Disease::DOID:784,Compound::DB00881,Quinapril,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,0,0,97,0,16,117,0,4,4,0,0
Compound::DB00887|Disease::DOID:10763,Compound::DB00887,Bumetanide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,1,19,0,1,66,1,4,93,67,0,68,0,1
Compound::DB00894|Disease::DOID:13189,Compound::DB00894,Testolactone,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB00903|Disease::DOID:10763,Compound::DB00903,Ethacrynic acid,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,1,5,26,41,43,1,0,118,67,0,68,0,1
Compound::DB00903|Disease::DOID:585,Compound::DB00903,Ethacrynic acid,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,1,5,26,41,43,1,0,118,1,0,1,0,0
Compound::DB00912|Disease::DOID:9352,Compound::DB00912,Repaglinide,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,7,0,1,66,1,0,76,21,0,22,0,1
Compound::DB00925|Disease::DOID:585,Compound::DB00925,Phenoxybenzamine,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB00936|Disease::DOID:11612,Compound::DB00936,Salicylic acid,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Compound::DB00939|Disease::DOID:10763,Compound::DB00939,Meclofenamic acid,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB00945|Disease::DOID:13378,Compound::DB00945,Acetylsalicylic acid,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,5,16,1,1,86,2,7,120,0,0,1,0,1
Compound::DB00945|Disease::DOID:3393,Compound::DB00945,Acetylsalicylic acid,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,5,16,1,1,86,2,7,120,27,3,31,0,1
Compound::DB00960|Disease::DOID:10763,Compound::DB00960,Pindolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,6,20,62,93,0,17,199,67,0,68,0,1
Compound::DB00960|Disease::DOID:418,Compound::DB00960,Pindolol,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,6,20,62,93,0,17,199,2,1,3,0,0
Compound::DB00964|Disease::DOID:418,Compound::DB00964,Apraclonidine,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,2,1,3,0,0
Compound::DB00964|Disease::DOID:784,Compound::DB00964,Apraclonidine,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB00966|Disease::DOID:10763,Compound::DB00966,Telmisartan,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,7,0,0,207,1,5,222,67,0,68,0,1
Compound::DB00966|Disease::DOID:9074,Compound::DB00966,Telmisartan,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,7,0,0,207,1,5,222,0,1,1,0,0
Compound::DB00968|Disease::DOID:10763,Compound::DB00968,Methyldopa,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,33,76,86,0,12,212,67,0,68,0,1
Compound::DB00968|Disease::DOID:12930,Compound::DB00968,Methyldopa,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,4,33,76,86,0,12,212,3,0,3,0,0
Compound::DB00973|Disease::DOID:1936,Compound::DB00973,Ezetimibe,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,15,7,5,127,1,3,160,5,0,6,0,1
Compound::DB00973|Disease::DOID:3393,Compound::DB00973,Ezetimibe,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,15,7,5,127,1,3,160,27,3,31,0,1
Compound::DB00988|Disease::DOID:9352,Compound::DB00988,Dopamine,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,22,0,22,0,0
Compound::DB00999|Disease::DOID:10763,Compound::DB00999,Hydrochlorothiazide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,9,10,28,246,2,10,307,67,0,68,0,1
Compound::DB00999|Disease::DOID:13189,Compound::DB00999,Hydrochlorothiazide,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,9,10,28,246,2,10,307,0,1,1,0,0
Compound::DB01009|Disease::DOID:418,Compound::DB01009,Ketoprofen,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,2,1,3,0,0
Compound::DB01018|Disease::DOID:10763,Compound::DB01018,Guanfacine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,1,6,0,0,107,1,3,119,67,0,68,0,1
Compound::DB01018|Disease::DOID:14330,Compound::DB01018,Guanfacine,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,1,6,0,0,107,1,3,119,0,1,1,0,0
Compound::DB01023|Disease::DOID:10763,Compound::DB01023,Felodipine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,23,2,1,111,2,10,150,67,0,68,0,1
Compound::DB01029|Disease::DOID:10763,Compound::DB01029,Irbesartan,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,10,4,8,241,1,6,272,67,0,68,0,1
Compound::DB01029|Disease::DOID:418,Compound::DB01029,Irbesartan,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,10,4,8,241,1,6,272,2,1,3,0,0
Compound::DB01032|Disease::DOID:6364,Compound::DB01032,Probenecid,Disease::DOID:6364,migraine,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,1,4,0,0
Compound::DB01049|Disease::DOID:784,Compound::DB01049,Ergoloid mesylate,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB01050|Disease::DOID:0050425,Compound::DB01050,Ibuprofen,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01050|Disease::DOID:1936,Compound::DB01050,Ibuprofen,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,6,0,6,0,0
Compound::DB01050|Disease::DOID:9744,Compound::DB01050,Ibuprofen,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01054|Disease::DOID:14221,Compound::DB01054,Nitrendipine,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,6,6,1,0,1,0,0
Compound::DB01067|Disease::DOID:9352,Compound::DB01067,Glipizide,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,5,4,15,106,1,8,140,21,0,22,0,1
Compound::DB01069|Disease::DOID:9970,Compound::DB01069,Promethazine,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01075|Disease::DOID:0050425,Compound::DB01075,Diphenhydramine,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01075|Disease::DOID:10763,Compound::DB01075,Diphenhydramine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB01075|Disease::DOID:9074,Compound::DB01075,Diphenhydramine,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01076|Disease::DOID:3393,Compound::DB01076,Atorvastatin,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,24,10,7,0,0,3,46,27,3,31,0,1
Compound::DB01083|Disease::DOID:11714,Compound::DB01083,Orlistat,Disease::DOID:11714,gestational diabetes,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,10,25,4,170,1,2,214,1,0,1,0,0
Compound::DB01083|Disease::DOID:1686,Compound::DB01083,Orlistat,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,10,25,4,170,1,2,214,3,0,3,0,0
Compound::DB01083|Disease::DOID:9352,Compound::DB01083,Orlistat,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,10,25,4,170,1,2,214,21,0,22,0,1
Compound::DB01083|Disease::DOID:9970,Compound::DB01083,Orlistat,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,10,25,4,170,1,2,214,0,0,1,0,1
Compound::DB01089|Disease::DOID:11612,Compound::DB01089,Deserpidine,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01095|Disease::DOID:11119,Compound::DB01095,Fluvastatin,Disease::DOID:11119,Gilles de la Tourette syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,3,3,0,2,2,0,0
Compound::DB01095|Disease::DOID:11714,Compound::DB01095,Fluvastatin,Disease::DOID:11714,gestational diabetes,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,3,3,1,0,1,0,0
