source,metaedge,target
Compound::DB08860,CuG,Gene::3106
Compound::DB08860,CuG,Gene::29919
Compound::DB00421,CuG,Gene::3108
Compound::DB08860,CuG,Gene::10013
Compound::DB08860,CuG,Gene::51278
Compound::DB00796,CuG,Gene::5359
Compound::DB00227,CuG,Gene::10610
Compound::DB00227,CuG,Gene::9709
Compound::DB00412,CuG,Gene::9943
Compound::DB00641,CuG,Gene::11344
Compound::DB00412,CuG,Gene::3638
Compound::DB01200,CuG,Gene::54541
Compound::DB08860,CuG,Gene::3135
Compound::DB01039,CuG,Gene::5654
Compound::DB01098,CuG,Gene::10493
Compound::DB00903,CuG,Gene::7358
Compound::DB00331,CuG,Gene::9276
Compound::DB00641,CuG,Gene::6275
Compound::DB01124,CuG,Gene::5331
Compound::DB00175,CuG,Gene::23131
Compound::DB00945,CpD,Disease::DOID:9074
Compound::DB01200,CpD,Disease::DOID:14330
Compound::DB00214,CpD,Disease::DOID:784
Compound::DB01115,CpD,Disease::DOID:418
Compound::DB00945,CpD,Disease::DOID:7148
Compound::DB00903,CpD,Disease::DOID:784
Compound::DB01018,CpD,Disease::DOID:1094
Compound::DB00575,CpD,Disease::DOID:1094
Compound::DB00575,CpD,Disease::DOID:11119
Compound::DB00575,CpD,Disease::DOID:0050425
Compound::DB00945,CpD,Disease::DOID:13189
Compound::DB00657,CpD,Disease::DOID:11119
Compound::DB00343,CpD,Disease::DOID:3393
Compound::DB00945,CpD,Disease::DOID:6364
Compound::DB00945,CpD,Disease::DOID:8398
Compound::DB00695,CpD,Disease::DOID:784
Compound::DB00381,CpD,Disease::DOID:3393
Compound::DB01115,CpD,Disease::DOID:3393
Compound::DB00575,CpD,Disease::DOID:12849
Compound::DB00887,CpD,Disease::DOID:784
Pharmacologic Class::N0000008832,PCiC,Compound::DB00758
Pharmacologic Class::N0000008553,PCiC,Compound::DB00973
Pharmacologic Class::N0000000069,PCiC,Compound::DB00270
Pharmacologic Class::N0000008859,PCiC,Compound::DB00594
Pharmacologic Class::N0000008054,PCiC,Compound::DB00672
Pharmacologic Class::N0000007556,PCiC,Compound::DB00381
Pharmacologic Class::N0000000070,PCiC,Compound::DB00966
Pharmacologic Class::N0000175912,PCiC,Compound::DB01261
Pharmacologic Class::N0000008859,PCiC,Compound::DB00384
Pharmacologic Class::N0000000166,PCiC,Compound::DB00491
Pharmacologic Class::N0000175359,PCiC,Compound::DB00880
Pharmacologic Class::N0000175359,PCiC,Compound::DB00436
Pharmacologic Class::N0000170118,PCiC,Compound::DB01132
Pharmacologic Class::N0000009923,PCiC,Compound::DB01136
Pharmacologic Class::N0000000069,PCiC,Compound::DB00343
Pharmacologic Class::N0000175359,PCiC,Compound::DB00384
Pharmacologic Class::N0000011272,PCiC,Compound::DB01132
Pharmacologic Class::N0000190482,PCiC,Compound::DB08816
Pharmacologic Class::N0000009924,PCiC,Compound::DB01136
Pharmacologic Class::N0000175359,PCiC,Compound::DB00808
Pharmacologic Class::N0000008836,PCiC,Compound::DB00945
Pharmacologic Class::N0000166469,PCiC,Compound::DB00436
Pharmacologic Class::N0000009918,PCiC,Compound::DB00575
Pharmacologic Class::N0000000069,PCiC,Compound::DB01023
Pharmacologic Class::N0000175359,PCiC,Compound::DB00310
Pharmacologic Class::N0000008054,PCiC,Compound::DB01067
Pharmacologic Class::N0000007556,PCiC,Compound::DB00622
Pharmacologic Class::N0000175359,PCiC,Compound::DB00999
Pharmacologic Class::N0000178477,PCiC,Compound::DB00542
Pharmacologic Class::N0000182143,PCiC,Compound::DB08816
Pharmacologic Class::N0000175375,PCiC,Compound::DB01039
Pharmacologic Class::N0000175359,PCiC,Compound::DB00524
Pharmacologic Class::N0000008054,PCiC,Compound::DB00839
Pharmacologic Class::N0000175379,PCiC,Compound::DB00350
Pharmacologic Class::N0000175366,PCiC,Compound::DB00695
Pharmacologic Class::N0000011310,PCiC,Compound::DB00700
Pharmacologic Class::N0000008054,PCiC,Compound::DB01124
Pharmacologic Class::N0000000070,PCiC,Compound::DB00177
Pharmacologic Class::N0000175912,PCiC,Compound::DB08882
Pharmacologic Class::N0000182143,PCiC,Compound::DB00758
Pharmacologic Class::N0000170118,PCiC,Compound::DB01039
Pharmacologic Class::N0000175374,PCiC,Compound::DB01132
Pharmacologic Class::N0000011272,PCiC,Compound::DB00412
Pharmacologic Class::N0000007556,PCiC,Compound::DB00270
Pharmacologic Class::N0000175359,PCiC,Compound::DB00594
Pharmacologic Class::N0000190115,PCiC,Compound::DB08816
Pharmacologic Class::N0000170119,PCiC,Compound::DB00412
Pharmacologic Class::N0000000069,PCiC,Compound::DB00381
Pharmacologic Class::N0000175721,PCiC,Compound::DB00945
Pharmacologic Class::N0000000069,PCiC,Compound::DB01115
Pharmacologic Class::N0000000069,PCiC,Compound::DB00401
Pharmacologic Class::N0000170118,PCiC,Compound::DB01241
Pharmacologic Class::N0000000166,PCiC,Compound::DB00284
Pharmacologic Class::N0000007618,PCiC,Compound::DB01200
Pharmacologic Class::N0000178477,PCiC,Compound::DB00584
Pharmacologic Class::N0000166469,PCiC,Compound::DB00774
Pharmacologic Class::N0000185503,PCiC,Compound::DB08816
Pharmacologic Class::N0000007556,PCiC,Compound::DB00401
Pharmacologic Class::N0000175448,PCiC,Compound::DB00912
Pharmacologic Class::N0000175359,PCiC,Compound::DB00774
Pharmacologic Class::N0000009918,PCiC,Compound::DB00629
Pharmacologic Class::N0000000070,PCiC,Compound::DB01029
Pharmacologic Class::N0000170119,PCiC,Compound::DB01132
Pharmacologic Class::N0000175366,PCiC,Compound::DB00887
Pharmacologic Class::N0000007698,PCiC,Compound::DB00331
Pharmacologic Class::N0000175644,PCiC,Compound::DB00657
Pharmacologic Class::N0000166469,PCiC,Compound::DB00999
Pharmacologic Class::N0000008054,PCiC,Compound::DB01016
Pharmacologic Class::N0000175379,PCiC,Compound::DB01275
Pharmacologic Class::N0000175366,PCiC,Compound::DB00214
Pharmacologic Class::N0000175366,PCiC,Compound::DB00903
Pharmacologic Class::N0000182141,PCiC,Compound::DB08816
Pharmacologic Class::N0000175375,PCiC,Compound::DB01241
Pharmacologic Class::N0000175650,PCiC,Compound::DB00206
Pharmacologic Class::N0000000069,PCiC,Compound::DB00622
Pharmacologic Class::N0000008832,PCiC,Compound::DB00775
Pharmacologic Class::N0000007556,PCiC,Compound::DB01115
Pharmacologic Class::N0000009916,PCiC,Compound::DB01083
Pharmacologic Class::N0000175448,PCiC,Compound::DB00731
Pharmacologic Class::N0000000069,PCiC,Compound::DB00661
Pharmacologic Class::N0000007556,PCiC,Compound::DB01023
Pharmacologic Class::N0000009918,PCiC,Compound::DB01018
Pharmacologic Class::N0000178477,PCiC,Compound::DB00401
Pharmacologic Class::N0000008054,PCiC,Compound::DB00222
Pharmacologic Class::N0000011310,PCiC,Compound::DB00421
Pharmacologic Class::N0000007641,PCiC,Compound::DB00627
Pharmacologic Class::N0000008832,PCiC,Compound::DB08816
Pharmacologic Class::N0000000070,PCiC,Compound::DB00876
Pharmacologic Class::N0000166469,PCiC,Compound::DB00880
Pharmacologic Class::N0000000070,PCiC,Compound::DB00678
Pharmacologic Class::N0000175374,PCiC,Compound::DB00412
Compound::DB00641,CdG,Gene::10436
Compound::DB00227,CdG,Gene::51096
Compound::DB00187,CdG,Gene::5255
Compound::DB00758,CdG,Gene::51021
Compound::DB00968,CdG,Gene::8520
Compound::DB01016,CdG,Gene::10818
Compound::DB00903,CdG,Gene::51053
Compound::DB08860,CdG,Gene::5111
Compound::DB01197,CdG,Gene::4864
Compound::DB08860,CdG,Gene::642
Compound::DB00384,CdG,Gene::5529
Compound::DB01016,CdG,Gene::1500
Compound::DB01098,CdG,Gene::1950
Compound::DB01261,CdG,Gene::9842
Compound::DB01115,CdG,Gene::29082
Compound::DB01067,CdG,Gene::4282
Compound::DB00412,CdG,Gene::10635
Compound::DB01261,CdG,Gene::27122
Compound::DB00903,CdG,Gene::5985
Compound::DB08860,CdG,Gene::51659
Compound::DB00641,CdG,Gene::9816
Compound::DB01115,CdG,Gene::6192
Compound::DB00960,CdG,Gene::1676
Compound::DB00629,CdG,Gene::9133
Compound::DB08860,CdG,Gene::55388
Compound::DB08860,CdG,Gene::23091
Compound::DB01197,CdG,Gene::29082
Compound::DB00206,CdG,Gene::9128
Compound::DB08860,CdG,Gene::1479
Compound::DB00206,CdG,Gene::10969
Compound::DB01197,CdG,Gene::1738
Compound::DB00641,CdG,Gene::8624
Compound::DB08860,CdG,Gene::51728
Compound::DB00584,CdG,Gene::5321
Compound::DB00960,CdG,Gene::7422
Compound::DB00641,CdG,Gene::10969
Compound::DB01197,CdG,Gene::6284
Compound::DB00758,CdG,Gene::5037
Compound::DB01016,CdG,Gene::5529
Compound::DB08860,CdG,Gene::8562
Compound::DB08860,CdG,Gene::7106
Compound::DB01029,CdG,Gene::9926
Compound::DB00960,CdG,Gene::9212
Compound::DB00343,CdG,Gene::2697
Compound::DB00876,CdG,Gene::3875
Compound::DB08860,CdG,Gene::10926
Compound::DB08860,CdG,Gene::975
Compound::DB01261,CdG,Gene::323
Compound::DB01261,CdG,Gene::1490
Compound::DB01016,CdG,Gene::4794
Compound::DB01261,CdG,Gene::3454
Compound::DB00774,CdG,Gene::6192
Compound::DB01115,CdG,Gene::5529
Compound::DB08860,CdG,Gene::4176
Compound::DB00968,CdG,Gene::6284
Compound::DB00960,CdG,Gene::84722
Compound::DB00968,CdG,Gene::7398
Compound::DB01029,CdG,Gene::6347
Compound::DB00373,CdG,Gene::4931
Compound::DB00796,CdG,Gene::4931
Compound::DB00401,CdG,Gene::8243
Compound::DB00206,CdG,Gene::6119
Compound::DB00641,CdG,Gene::55299
Compound::DB01120,CdG,Gene::390
Compound::DB00227,CdG,Gene::2037
Compound::DB00227,CdG,Gene::10969
Compound::DB00641,CdG,Gene::29107
Compound::DB00758,CdG,Gene::5108
Compound::DB00227,CdG,Gene::56915
Compound::DB00227,CdG,Gene::1802
Compound::DB00968,CdG,Gene::2065
Compound::DB00227,CdG,Gene::4043
Compound::DB00960,CdG,Gene::5566
Compound::DB00641,CdG,Gene::4830
Compound::DB00839,CdG,Gene::5708
Compound::DB08860,CdG,Gene::4154
Compound::DB00758,CdG,Gene::5901
Compound::DB08860,CdG,Gene::1019
Compound::DB00641,CdG,Gene::28977
Compound::DB08860,CdG,Gene::5347
Compound::DB00227,CdG,Gene::24147
Compound::DB01067,CdG,Gene::84890
Compound::DB00227,CdG,Gene::8891
Compound::DB00641,CdG,Gene::54475
Compound::DB08860,CdG,Gene::9768
Compound::DB01115,CdG,Gene::22809
Compound::DB08860,CdG,Gene::3396
Compound::DB00206,CdG,Gene::10059
Compound::DB00421,CdG,Gene::2778
Compound::DB00641,CdG,Gene::7153
Compound::DB00331,CdG,Gene::5720
Compound::DB01162,CdG,Gene::22827
Compound::DB00227,CdG,Gene::55355
Compound::DB01241,CdG,Gene::51282
Compound::DB00641,CdG,Gene::3066
Compound::DB00968,CdG,Gene::79921
Compound::DB00641,CdG,Gene::5471
Compound::DB00968,CdG,Gene::51053
Compound::DB00903,CdG,Gene::11130
Compound::DB01261,CdG,Gene::79174
Compound::DB08860,CdG,Gene::2762
Compound::DB00227,CdG,Gene::8914
Compound::DB00641,CdG,Gene::26354
Compound::DB00641,CdG,Gene::2274
Compound::DB00960,CdG,Gene::10525
Compound::DB01098,CdG,Gene::6347
Compound::DB08860,CdG,Gene::8091
Compound::DB08860,CdG,Gene::55759
Compound::DB00436,CdG,Gene::51001
Compound::DB01098,CdG,Gene::3066
Compound::DB00206,CdG,Gene::10276
Compound::DB08860,CdG,Gene::310
Compound::DB00412,CdG,Gene::55818
Compound::DB01098,CdG,Gene::11098
Compound::DB01197,CdG,Gene::26001
Compound::DB00227,CdG,Gene::1212
Compound::DB00641,CdG,Gene::1434
Compound::DB00758,CdG,Gene::1212
Compound::DB00206,CdG,Gene::10146
Compound::DB00227,CdG,Gene::3682
Compound::DB08860,CdG,Gene::132
Compound::DB00641,CdG,Gene::23378
Compound::DB00774,CdG,Gene::622
Compound::DB00187,CdG,Gene::39
Compound::DB00331,CdG,Gene::672
Compound::DB00227,CdG,Gene::23590
Compound::DB00206,CdG,Gene::57405
Compound::DB00999,CdG,Gene::7398
Compound::DB00903,CdG,Gene::51203
Compound::DB08860,CdG,Gene::16
Compound::DB00381,CdG,Gene::84617
Compound::DB00758,CdG,Gene::2771
Compound::DB01029,CdG,Gene::84617
Compound::DB00627,CdG,Gene::6876
Compound::DB01098,CdG,Gene::10969
Compound::DB01261,CdG,Gene::1906
Compound::DB00722,CdG,Gene::211
Compound::DB00206,CdG,Gene::200081
Compound::DB00661,CdG,Gene::9093
Compound::DB00641,CdG,Gene::3945
Compound::DB08860,CdG,Gene::10131
Compound::DB01241,CdG,Gene::9375
Compound::DB00796,CdG,Gene::23089
Compound::DB00641,CdG,Gene::5983
Compound::DB00641,CdG,Gene::83461
Compound::DB00796,CdG,Gene::8985
Compound::DB00641,CdG,Gene::9941
Compound::DB00412,CdG,Gene::133
Compound::DB08860,CdG,Gene::6390
Compound::DB00381,CdG,Gene::6839
Compound::DB00227,CdG,Gene::55388
Compound::DB00641,CdG,Gene::84549
Compound::DB00227,CdG,Gene::6839
Compound::DB00187,CdG,Gene::23029
Compound::DB08860,CdG,Gene::51081
Compound::DB00641,CdG,Gene::5198
Compound::DB00206,CdG,Gene::51070
Compound::DB00758,CdG,Gene::84617
Compound::DB00206,CdG,Gene::9270
Compound::DB00206,CdG,Gene::10285
Compound::DB08860,CdG,Gene::9319
Compound::DB00641,CdG,Gene::4616
Compound::DB01261,CdG,Gene::23089
Compound::DB00641,CdG,Gene::11004
Compound::DB00206,CdG,Gene::9688
Compound::DB00187,CdG,Gene::23210
Compound::DB00584,CdG,Gene::6382
Compound::DB00641,CdG,Gene::6908
Compound::DB01098,CdG,Gene::8607
Compound::DB08860,CdG,Gene::10969
Compound::DB01120,CdG,Gene::1978
Compound::DB00206,CdG,Gene::10813
Compound::DB00758,CdG,Gene::10099
Compound::DB00227,CdG,Gene::10112
Compound::DB01115,CdG,Gene::10112
Compound::DB00968,CdG,Gene::64943
Compound::DB00641,CdG,Gene::1503
Compound::DB01200,CdG,Gene::5696
Compound::DB08860,CdG,Gene::10051
Compound::DB00839,CdG,Gene::9289
Compound::DB00641,CdG,Gene::54908
Compound::DB00227,CdG,Gene::51053
Compound::DB00903,CdG,Gene::11065
Compound::DB00206,CdG,Gene::6184
Compound::DB00641,CdG,Gene::3336
Compound::DB08860,CdG,Gene::23386
Compound::DB01120,CdG,Gene::10273
Compound::DB08860,CdG,Gene::81034
Compound::DB08860,CdG,Gene::5427
Compound::DB00584,CdG,Gene::2131
Compound::DB08860,CdG,Gene::8318
Compound::DB00270,CdG,Gene::11232
Compound::DB00839,CdG,Gene::9518
Compound::DB00999,CdG,Gene::5440
Compound::DB08860,CdG,Gene::54517
Compound::DB00641,CdG,Gene::80324
Compound::DB00227,CdG,Gene::3066
Compound::DB08860,CdG,Gene::3376
Compound::DB08860,CdG,Gene::10146
Compound::DB00641,CdG,Gene::10589
Compound::DB00968,CdG,Gene::29083
Compound::DB00227,CdG,Gene::2237
Compound::DB00999,CdG,Gene::6990
Compound::DB00206,CdG,Gene::23326
Compound::DB00284,CdG,Gene::114884
Compound::DB01261,CdG,Gene::6832
Compound::DB00641,CdG,Gene::4200
Compound::DB00227,CdG,Gene::55621
Compound::DB00227,CdG,Gene::79073
Compound::DB01016,CdG,Gene::2131
Compound::DB00284,CdG,Gene::6284
Compound::DB00641,CdG,Gene::8520
Compound::DB00584,CdG,Gene::958
Compound::DB00968,CdG,Gene::10190
Compound::DB01115,CdG,Gene::22794
Compound::DB08860,CdG,Gene::8440
Compound::DB00227,CdG,Gene::5983
Compound::DB08860,CdG,Gene::54733
Compound::DB00960,CdG,Gene::11151
Compound::DB00227,CdG,Gene::9319
Compound::DB01016,CdG,Gene::29082
Compound::DB08860,CdG,Gene::1434
Compound::DB00945,CdG,Gene::51021
Compound::DB00401,CdG,Gene::9801
Compound::DB00758,CdG,Gene::4830
Compound::DB00641,CdG,Gene::466
Compound::DB00999,CdG,Gene::5708
Compound::DB00999,CdG,Gene::291
Compound::DB00968,CdG,Gene::55256
Compound::DB00412,CdG,Gene::2288
Compound::DB08860,CdG,Gene::533
Compound::DB00175,CdG,Gene::200734
Compound::DB00641,CdG,Gene::6390
Compound::DB00227,CdG,Gene::4792
Compound::DB00968,CdG,Gene::5965
Compound::DB00227,CdG,Gene::9183
Compound::DB00381,CdG,Gene::79902
Compound::DB00960,CdG,Gene::1500
Compound::DB00575,CdG,Gene::57761
Compound::DB08860,CdG,Gene::80746
Compound::DB00641,CdG,Gene::51491
Compound::DB01197,CdG,Gene::10221
Compound::DB00206,CdG,Gene::51026
Compound::DB00641,CdG,Gene::1033
Compound::DB01241,CdG,Gene::55699
Compound::DB08860,CdG,Gene::27338
Compound::DB00227,CdG,Gene::51001
Compound::DB00960,CdG,Gene::5373
Compound::DB00206,CdG,Gene::23658
Compound::DB00641,CdG,Gene::11157
Compound::DB00641,CdG,Gene::4927
Compound::DB01197,CdG,Gene::22926
Compound::DB00960,CdG,Gene::388650
Compound::DB00887,CdG,Gene::23406
Compound::DB01098,CdG,Gene::2958
Compound::DB00968,CdG,Gene::6990
Compound::DB08860,CdG,Gene::6119
Compound::DB08860,CdG,Gene::6599
Compound::DB00206,CdG,Gene::58533
Compound::DB00206,CdG,Gene::51282
Compound::DB01067,CdG,Gene::4478
Compound::DB08860,CdG,Gene::3033
Compound::DB00206,CdG,Gene::9470
Compound::DB00227,CdG,Gene::142
Compound::DB00641,CdG,Gene::51184
Compound::DB00641,CdG,Gene::10197
Compound::DB08860,CdG,Gene::4651
Compound::DB00227,CdG,Gene::5982
Compound::DB01083,CdG,Gene::6182
Compound::DB00575,CdG,Gene::831
Compound::DB00227,CdG,Gene::55226
Compound::DB00206,CdG,Gene::1633
Compound::DB08860,CdG,Gene::5684
Compound::DB00227,CdG,Gene::23378
Compound::DB01016,CdG,Gene::11044
Compound::DB08860,CdG,Gene::595
Compound::DB01115,CdG,Gene::291
Compound::DB08860,CdG,Gene::8204
Compound::DB08860,CdG,Gene::8872
Compound::DB08860,CdG,Gene::7324
Compound::DB01261,CdG,Gene::23180
Compound::DB00206,CdG,Gene::902
Compound::DB00903,CdG,Gene::11004
Compound::DB01241,CdG,Gene::54733
Compound::DB00641,CdG,Gene::10059
Compound::DB01067,CdG,Gene::56889
Compound::DB00641,CdG,Gene::23076
Compound::DB00641,CdG,Gene::10926
Compound::DB00227,CdG,Gene::54962
Compound::DB00903,CdG,Gene::3033
Compound::DB01067,CdG,Gene::5111
Compound::DB00903,CdG,Gene::5888
Compound::DB00641,CdG,Gene::51001
Compound::DB00641,CdG,Gene::993
Compound::DB00774,CdG,Gene::5708
Compound::DB00641,CdG,Gene::6632
Compound::DB00227,CdG,Gene::64682
Compound::DB00903,CdG,Gene::55723
Compound::DB00331,CdG,Gene::902
Compound::DB08860,CdG,Gene::22887
Compound::DB08860,CdG,Gene::4830
Compound::DB00187,CdG,Gene::991
Compound::DB00641,CdG,Gene::24147
Compound::DB08860,CdG,Gene::10606
Compound::DB00381,CdG,Gene::2146
Compound::DB00641,CdG,Gene::51651
Compound::DB00627,CdG,Gene::6286
Compound::DB01261,CdG,Gene::79094
Compound::DB00227,CdG,Gene::54512
Compound::DB00641,CdG,Gene::4792
Compound::DB00227,CdG,Gene::79080
Compound::DB00641,CdG,Gene::54499
Compound::DB08860,CdG,Gene::23160
Compound::DB00584,CdG,Gene::701
Compound::DB00206,CdG,Gene::63933
Compound::DB00968,CdG,Gene::9270
Compound::DB08860,CdG,Gene::6192
Compound::DB08860,CdG,Gene::672
Compound::DB01098,CdG,Gene::3491
Compound::DB00206,CdG,Gene::79902
Compound::DB00641,CdG,Gene::79736
Compound::DB00622,CdG,Gene::5529
Compound::DB00381,CdG,Gene::22934
Compound::DB01067,CdG,Gene::5696
Compound::DB00401,CdG,Gene::2958
Compound::DB00903,CdG,Gene::5427
Compound::DB00641,CdG,Gene::10849
Compound::DB08860,CdG,Gene::4282
Compound::DB00401,CdG,Gene::10112
Compound::DB00284,CdG,Gene::57761
Compound::DB00641,CdG,Gene::1633
Compound::DB00999,CdG,Gene::7485
Compound::DB01115,CdG,Gene::23585
Compound::DB00227,CdG,Gene::10885
Compound::DB00206,CdG,Gene::8624
Compound::DB00641,CdG,Gene::9329
Compound::DB00758,CdG,Gene::2548
Compound::DB00968,CdG,Gene::8243
Compound::DB08860,CdG,Gene::9688
Compound::DB00206,CdG,Gene::22809
Compound::DB00227,CdG,Gene::9212
Compound::DB01076,CdG,Gene::5111
Compound::DB01261,CdG,Gene::3566
Compound::DB01203,CdG,Gene::1465
Compound::DB00968,CdG,Gene::81034
Compound::DB00206,CdG,Gene::51659
Compound::DB01261,CdG,Gene::7043
Compound::DB01076,CdG,Gene::26520
Compound::DB00227,CdG,Gene::8520
Compound::DB00206,CdG,Gene::10190
Compound::DB00641,CdG,Gene::9221
Compound::DB00641,CdG,Gene::54205
Compound::DB08860,CdG,Gene::5108
Compound::DB00641,CdG,Gene::100287932
Compound::DB01197,CdG,Gene::22827
Compound::DB00584,CdG,Gene::57761
Compound::DB00177,CdG,Gene::9518
Compound::DB00381,CdG,Gene::10523
Compound::DB08860,CdG,Gene::11232
Compound::DB00227,CdG,Gene::10849
Compound::DB00960,CdG,Gene::5321
Compound::DB00758,CdG,Gene::1994
Compound::DB01115,CdG,Gene::7319
Compound::DB00691,CdG,Gene::26001
Compound::DB00968,CdG,Gene::1429
Compound::DB00264,CdG,Gene::51056
Compound::DB00227,CdG,Gene::9801
Compound::DB00968,CdG,Gene::64083
Compound::DB00641,CdG,Gene::23406
Compound::DB00227,CdG,Gene::22948
Compound::DB00641,CdG,Gene::80273
Compound::DB00227,CdG,Gene::54107
Compound::DB00968,CdG,Gene::7494
Compound::DB00206,CdG,Gene::51015
Compound::DB00968,CdG,Gene::1465
Compound::DB00227,CdG,Gene::332
Compound::DB08860,CdG,Gene::4043
Compound::DB00641,CdG,Gene::79622
Compound::DB01261,CdG,Gene::10818
Compound::DB00227,CdG,Gene::8061
Compound::DB00999,CdG,Gene::8440
Compound::DB00641,CdG,Gene::6059
Compound::DB00968,CdG,Gene::50810
Compound::DB00641,CdG,Gene::9688
Compound::DB01016,CdG,Gene::9897
Compound::DB00758,CdG,Gene::3329
Compound::DB00412,CdG,Gene::5529
Compound::DB00310,CdG,Gene::2697
Compound::DB00774,CdG,Gene::4282
Compound::DB01241,CdG,Gene::7866
Compound::DB01261,CdG,Gene::9212
Compound::DB00999,CdG,Gene::6284
Compound::DB00227,CdG,Gene::9128
Compound::DB00575,CdG,Gene::5373
Compound::DB00903,CdG,Gene::990
Compound::DB00412,CdG,Gene::2886
Compound::DB00968,CdG,Gene::8727
Compound::DB00384,CdG,Gene::6832
Compound::DB01197,CdG,Gene::50810
Compound::DB00999,CdG,Gene::1019
Compound::DB00657,CdG,Gene::4931
Compound::DB00903,CdG,Gene::146909
Compound::DB00960,CdG,Gene::1788
Compound::DB00641,CdG,Gene::81929
Compound::DB01023,CdG,Gene::2697
Compound::DB00584,CdG,Gene::4232
Compound::DB00264,CdG,Gene::831
Compound::DB00758,CdG,Gene::9961
Compound::DB00968,CdG,Gene::5583
Compound::DB00331,CdG,Gene::8520
Compound::DB01200,CdG,Gene::11098
Compound::DB00641,CdG,Gene::10061
Compound::DB00758,CdG,Gene::7048
Compound::DB00373,CdG,Gene::7422
Compound::DB08860,CdG,Gene::865
Compound::DB00421,CdG,Gene::80758
Compound::DB00968,CdG,Gene::10059
Compound::DB00758,CdG,Gene::28960
Compound::DB08860,CdG,Gene::23597
Compound::DB00381,CdG,Gene::23397
Compound::DB00657,CdG,Gene::56654
Compound::DB08860,CdG,Gene::9928
Compound::DB00903,CdG,Gene::983
Compound::DB00641,CdG,Gene::6790
Compound::DB00584,CdG,Gene::27336
Compound::DB00227,CdG,Gene::27340
Compound::DB00641,CdG,Gene::1647
Compound::DB00227,CdG,Gene::890
Compound::DB01016,CdG,Gene::1788
Compound::DB01241,CdG,Gene::10190
Compound::DB00584,CdG,Gene::5566
Compound::DB01241,CdG,Gene::55012
Compound::DB01203,CdG,Gene::8870
Compound::DB08860,CdG,Gene::23406
Compound::DB08860,CdG,Gene::27346
Compound::DB00227,CdG,Gene::26520
Compound::DB00641,CdG,Gene::10007
Compound::DB00227,CdG,Gene::23212
Compound::DB00227,CdG,Gene::55131
Compound::DB00641,CdG,Gene::10953
Compound::DB00758,CdG,Gene::7264
Compound::DB00331,CdG,Gene::9688
Compound::DB00758,CdG,Gene::10491
Compound::DB00641,CdG,Gene::890
Compound::DB08860,CdG,Gene::55012
Compound::DB01200,CdG,Gene::5111
Compound::DB00227,CdG,Gene::3486
Compound::DB08860,CdG,Gene::55215
Compound::DB00960,CdG,Gene::1906
Compound::DB00641,CdG,Gene::2958
Compound::DB00227,CdG,Gene::2146
Compound::DB00542,CdG,Gene::1051
Compound::DB01261,CdG,Gene::390
Compound::DB00206,CdG,Gene::8607
Compound::DB00641,CdG,Gene::11222
Compound::DB08860,CdG,Gene::2935
Compound::DB00206,CdG,Gene::4282
Compound::DB00968,CdG,Gene::30836
Compound::DB00641,CdG,Gene::58478
Compound::DB00758,CdG,Gene::23597
Compound::DB08860,CdG,Gene::6636
Compound::DB00206,CdG,Gene::5888
Compound::DB00227,CdG,Gene::2274
Compound::DB00960,CdG,Gene::5796
Compound::DB00960,CdG,Gene::23089
Compound::DB00584,CdG,Gene::5800
Compound::DB00206,CdG,Gene::54623
Compound::DB00968,CdG,Gene::5468
Compound::DB00968,CdG,Gene::10513
Compound::DB00758,CdG,Gene::10606
Compound::DB00790,CdG,Gene::8520
Compound::DB00412,CdG,Gene::5708
Compound::DB00641,CdG,Gene::57001
Compound::DB00968,CdG,Gene::54680
Compound::DB00641,CdG,Gene::8727
Compound::DB00412,CdG,Gene::9093
Compound::DB00227,CdG,Gene::10523
Compound::DB00227,CdG,Gene::23076
Compound::DB00641,CdG,Gene::51728
Compound::DB00206,CdG,Gene::1906
Compound::DB00903,CdG,Gene::10362
Compound::DB00641,CdG,Gene::64318
Compound::DB00584,CdG,Gene::2697
Compound::DB08860,CdG,Gene::22827
Compound::DB00641,CdG,Gene::3491
Compound::DB01029,CdG,Gene::26520
Compound::DB01016,CdG,Gene::6461
Compound::DB00903,CdG,Gene::79019
Compound::DB00968,CdG,Gene::533
Compound::DB08860,CdG,Gene::466
Compound::DB00960,CdG,Gene::23368
Compound::DB00206,CdG,Gene::54733
Compound::DB00641,CdG,Gene::79073
Compound::DB00206,CdG,Gene::57019
Compound::DB00758,CdG,Gene::5018
Compound::DB08860,CdG,Gene::22934
Compound::DB00999,CdG,Gene::23076
Compound::DB00206,CdG,Gene::8318
Compound::DB08860,CdG,Gene::26227
Compound::DB00641,CdG,Gene::5111
Compound::DB01261,CdG,Gene::2131
Compound::DB08860,CdG,Gene::58478
Compound::DB00641,CdG,Gene::79000
Compound::DB00227,CdG,Gene::11098
Compound::DB00903,CdG,Gene::54821
Compound::DB00641,CdG,Gene::6697
Compound::DB00641,CdG,Gene::5901
Compound::DB00774,CdG,Gene::5018
Compound::DB00206,CdG,Gene::55355
Compound::DB00206,CdG,Gene::5440
Compound::DB00641,CdG,Gene::142
Compound::DB08860,CdG,Gene::1662
Compound::DB00758,CdG,Gene::2109
Compound::DB08860,CdG,Gene::4216
Compound::DB00641,CdG,Gene::8607
Compound::DB00903,CdG,Gene::79902
Compound::DB01098,CdG,Gene::991
Compound::DB00796,CdG,Gene::1385
Compound::DB08860,CdG,Gene::3276
Compound::DB01016,CdG,Gene::6832
Compound::DB01039,CdG,Gene::51382
