id,name,kind
Gene::278,AMY1C,Gene
Gene::279,AMY2A,Gene
Gene::2804,GOLGB1,Gene
Gene::2817,GPC1,Gene
Gene::28234,SLCO1B3,Gene
Gene::2852,GPER1,Gene
Gene::2886,GRB7,Gene
Gene::2887,GRB10,Gene
Gene::28957,MRPS28,Gene
Gene::2896,GRN,Gene
Gene::28960,DCPS,Gene
Gene::28969,BZW2,Gene
Gene::28977,MRPL42,Gene
Gene::28998,MRPL13,Gene
Gene::290,ANPEP,Gene
Gene::29078,NDUFAF4,Gene
Gene::2908,NR3C1,Gene
Gene::29082,CHMP4A,Gene
Gene::29083,GTPBP8,Gene
Gene::291,SLC25A4,Gene
Gene::29103,DNAJC15,Gene
Gene::29107,NXT1,Gene
Gene::2920,CXCL2,Gene
Gene::2934,GSN,Gene
Gene::2935,GSPT1,Gene
Gene::2939,GSTA2,Gene
Gene::2941,GSTA4,Gene
Gene::2958,GTF2A2,Gene
Gene::29763,PACSIN3,Gene
Gene::29881,NPC1L1,Gene
Gene::29883,CNOT7,Gene
Gene::29890,RBM15B,Gene
Gene::29902,FAM216A,Gene
Gene::29911,HOOK2,Gene
Gene::29916,SNX11,Gene
Gene::29919,C18orf8,Gene
Gene::29925,GMPPB,Gene
Gene::29978,UBQLN2,Gene
Gene::3028,HSD17B10,Gene
Gene::3033,HADH,Gene
Gene::3043,HBB,Gene
Gene::3066,HDAC2,Gene
Gene::307,ANXA4,Gene
Gene::30836,DNTTIP2,Gene
Gene::30846,EHD2,Gene
Gene::3091,HIF1A,Gene
Gene::310,ANXA7,Gene
Gene::3104,ZBTB48,Gene
Gene::3105,HLA-A,Gene
Gene::3106,HLA-B,Gene
Gene::3107,HLA-C,Gene
Gene::3108,HLA-DMA,Gene
Gene::3122,HLA-DRA,Gene
Gene::3134,HLA-F,Gene
Gene::3135,HLA-G,Gene
Gene::3156,HMGCR,Gene
Gene::3157,HMGCS1,Gene
Gene::3162,HMOX1,Gene
Gene::3223,HOXC6,Gene
Gene::323,APBB2,Gene
Gene::3251,HPRT1,Gene
Gene::3276,PRMT1,Gene
Gene::3300,DNAJB2,Gene
Gene::3303,HSPA1A,Gene
Gene::3309,HSPA5,Gene
Gene::3312,HSPA8,Gene
Gene::3315,HSPB1,Gene
Gene::332,BIRC5,Gene
Gene::3329,HSPD1,Gene
Gene::3336,HSPE1,Gene
Gene::3337,DNAJB1,Gene
Gene::3339,HSPG2,Gene
Gene::3340,NDST1,Gene
Gene::3350,HTR1A,Gene
Gene::3351,HTR1B,Gene
Gene::3352,HTR1D,Gene
Gene::3356,HTR2A,Gene
Gene::3357,HTR2B,Gene
Gene::3358,HTR2C,Gene
Gene::3362,HTR6,Gene
Gene::3363,HTR7,Gene
Gene::3376,IARS,Gene
Gene::338442,HCAR2,Gene
Gene::3385,ICAM3,Gene
Gene::3396,ICT1,Gene
Gene::3417,IDH1,Gene
Gene::3422,IDI1,Gene
Gene::3454,IFNAR1,Gene
Gene::347902,AMIGO2,Gene
Gene::3480,IGF1R,Gene
Gene::3486,IGFBP3,Gene
Gene::3491,CYR61,Gene
Gene::3508,IGHMBP2,Gene
Gene::355,FAS,Gene
Gene::3551,IKBKB,Gene
Gene::3553,IL1B,Gene
Gene::3566,IL4R,Gene
Gene::3576,CXCL8,Gene
Gene::3597,IL13RA1,Gene
Gene::3612,IMPA1,Gene
Gene::3628,INPP1,Gene
Gene::3638,INSIG1,Gene
Gene::367,AR,Gene
Gene::3674,ITGA2B,Gene
Gene::3678,ITGA5,Gene
Gene::3682,ITGAE,Gene
Gene::3683,ITGAL,Gene
Gene::3689,ITGB2,Gene
Gene::3690,ITGB3,Gene
Gene::37,ACADVL,Gene
Gene::3720,JARID2,Gene
Gene::3725,JUN,Gene
Gene::3728,JUP,Gene
Gene::3736,KCNA1,Gene
Gene::374291,NDUFS7,Gene
Gene::3753,KCNE1,Gene
Gene::375346,TMEM110,Gene
Gene::3757,KCNH2,Gene
Gene::3758,KCNJ1,Gene
Gene::3762,KCNJ5,Gene
Gene::3767,KCNJ11,Gene
Gene::3778,KCNMA1,Gene
Gene::3784,KCNQ1,Gene
Gene::3797,KIF3C,Gene
Gene::3815,KIT,Gene
Gene::3838,KPNA2,Gene
Gene::3853,KRT6A,Gene
Gene::3855,KRT7,Gene
Gene::387,RHOA,Gene
Gene::3875,KRT18,Gene
Gene::387509,GPR153,Gene
Gene::388650,FAM69A,Gene
Gene::3895,KTN1,Gene
Gene::39,ACAT2,Gene
Gene::390,RND3,Gene
Gene::3909,LAMA3,Gene
Gene::392,ARHGAP1,Gene
Gene::3930,LBR,Gene
Gene::3945,LDHB,Gene
Gene::3949,LDLR,Gene
Gene::3978,LIG1,Gene
Gene::3988,LIPA,Gene
Gene::3992,FADS1,Gene
Gene::40,ASIC2,Gene
Gene::4043,LRPAP1,Gene
Gene::4047,LSS,Gene
Gene::4048,LTA4H,Gene
Gene::4085,MAD2L1,Gene
Gene::41,ASIC1,Gene
Gene::4118,MAL,Gene
Gene::4125,MAN2B1,Gene
Gene::4154,MBNL1,Gene
Gene::4171,MCM2,Gene
Gene::4172,MCM3,Gene
Gene::4173,MCM4,Gene
Gene::4175,MCM6,Gene
Gene::4176,MCM7,Gene
Gene::4200,ME2,Gene
Gene::4216,MAP3K4,Gene
Gene::4232,MEST,Gene
Gene::4240,MFGE8,Gene
Gene::4258,MGST2,Gene
Gene::4282,MIF,Gene
Gene::4292,MLH1,Gene
Gene::4303,FOXO4,Gene
Gene::4306,NR3C2,Gene
Gene::4312,MMP1,Gene
Gene::4313,MMP2,Gene
Gene::4318,MMP9,Gene
Gene::4331,MNAT1,Gene
Gene::4335,MNT,Gene
Gene::4363,ABCC1,Gene
Gene::440,ASNS,Gene
Gene::4478,MSN,Gene
Gene::4482,MSRA,Gene
Gene::4495,MT1G,Gene
Gene::4502,MT2A,Gene
Gene::4504,MT3,Gene
Gene::4522,MTHFD1,Gene
Gene::4524,MTHFR,Gene
Gene::4535,ND1,Gene
Gene::4536,ND2,Gene
Gene::4537,ND3,Gene
Gene::4538,ND4,Gene
Gene::4539,ND4L,Gene
Gene::4540,ND5,Gene
Gene::4541,ND6,Gene
Gene::4582,MUC1,Gene
Gene::4597,MVD,Gene
Gene::4605,MYBL2,Gene
Gene::4609,MYC,Gene
Gene::4616,GADD45B,Gene
Gene::4651,MYO10,Gene
Gene::466,ATF1,Gene
Gene::467,ATF3,Gene
Gene::4686,NCBP1,Gene
Gene::4694,NDUFA1,Gene
Gene::4695,NDUFA2,Gene
Gene::4696,NDUFA3,Gene
Gene::4697,NDUFA4,Gene
Gene::4698,NDUFA5,Gene
Gene::47,ACLY,Gene
Gene::4700,NDUFA6,Gene
Gene::4701,NDUFA7,Gene
Gene::4702,NDUFA8,Gene
Gene::4704,NDUFA9,Gene
Gene::4705,NDUFA10,Gene
Gene::4706,NDUFAB1,Gene
Gene::4707,NDUFB1,Gene
Gene::4708,NDUFB2,Gene
Gene::4709,NDUFB3,Gene
Gene::4710,NDUFB4,Gene
Gene::4711,NDUFB5,Gene
Gene::4712,NDUFB6,Gene
Gene::4713,NDUFB7,Gene
Gene::4714,NDUFB8,Gene
Gene::4715,NDUFB9,Gene
Gene::4716,NDUFB10,Gene
Gene::4717,NDUFC1,Gene
Gene::4718,NDUFC2,Gene
Gene::4719,NDUFS1,Gene
Gene::4720,NDUFS2,Gene
Gene::4722,NDUFS3,Gene
Gene::4723,NDUFV1,Gene
Gene::4724,NDUFS4,Gene
Gene::4725,NDUFS5,Gene
Gene::4726,NDUFS6,Gene
Gene::4728,NDUFS8,Gene
Gene::4729,NDUFV2,Gene
Gene::4731,NDUFV3,Gene
Gene::4758,NEU1,Gene
Gene::476,ATP1A1,Gene
Gene::4775,NFATC3,Gene
Gene::4776,NFATC4,Gene
Gene::4783,NFIL3,Gene
Gene::4792,NFKBIA,Gene
Gene::4794,NFKBIE,Gene
Gene::4817,NIT1,Gene
Gene::4830,NME1,Gene
Gene::4833,NME4,Gene
Gene::4837,NNMT,Gene
Gene::4839,NOP2,Gene
Gene::4850,CNOT4,Gene
Gene::4851,NOTCH1,Gene
Gene::4860,PNP,Gene
Gene::4864,NPC1,Gene
Gene::4879,NPPB,Gene
Gene::4885,NPTX2,Gene
Gene::4925,NUCB2,Gene
Gene::4927,NUP88,Gene
Gene::4931,NVL,Gene
Gene::4998,ORC1,Gene
Gene::4999,ORC2,Gene
Gene::5004,ORM1,Gene
Gene::5018,OXA1L,Gene
Gene::5019,OXCT1,Gene
Gene::5033,P4HA1,Gene
Gene::5036,PA2G4,Gene
Gene::5037,PEBP1,Gene
Gene::5054,SERPINE1,Gene
Gene::5058,PAK1,Gene
Gene::50628,GEMIN4,Gene
Gene::50810,HDGFRP3,Gene
Gene::50814,NSDHL,Gene
Gene::5096,PCCB,Gene
Gene::51001,MTERF3,Gene
Gene::51005,AMDHD2,Gene
Gene::51015,ISOC1,Gene
Gene::51018,RRP15,Gene
Gene::51021,MRPS16,Gene
Gene::51026,GOLT1B,Gene
Gene::51031,GLOD4,Gene
Gene::51053,GMNN,Gene
Gene::51056,LAP3,Gene
Gene::5106,PCK2,Gene
Gene::51070,NOSIP,Gene
Gene::51075,TMX2,Gene
Gene::51079,NDUFA13,Gene
Gene::5108,PCM1,Gene
Gene::51081,MRPS7,Gene
Gene::51096,UTP18,Gene
Gene::51103,NDUFAF1,Gene
Gene::51106,TFB1M,Gene
Gene::5111,PCNA,Gene
Gene::51115,RMDN1,Gene
Gene::51116,MRPS2,Gene
Gene::51121,RPL26L1,Gene
Gene::51154,MRTO4,Gene
Gene::51170,HSD17B11,Gene
Gene::51171,HSD17B14,Gene
Gene::51182,HSPA14,Gene
Gene::51184,GPN3,Gene
Gene::51202,DDX47,Gene
Gene::51203,NUSAP1,Gene
Gene::51257,MARCH2,Gene
Gene::51278,IER5,Gene
Gene::51282,SCAND1,Gene
Gene::51293,CD320,Gene
Gene::51319,RSRC1,Gene
Gene::5136,PDE1A,Gene
Gene::51362,CDC40,Gene
Gene::51375,SNX7,Gene
Gene::51379,CRLF3,Gene
Gene::51382,ATP6V1D,Gene
Gene::51385,ZNF589,Gene
Gene::51388,NIP7,Gene
Gene::51422,PRKAG2,Gene
Gene::51441,YTHDF2,Gene
Gene::51466,EVL,Gene
Gene::51478,HSD17B7,Gene
Gene::51491,NOP16,Gene
Gene::51495,HACD3,Gene
Gene::51514,DTL,Gene
Gene::5153,PDE1B,Gene
Gene::51599,LSR,Gene
Gene::5164,PDK2,Gene
Gene::51646,YPEL5,Gene
Gene::51650,MRPS33,Gene
Gene::51651,PTRH2,Gene
Gene::51659,GINS2,Gene
Gene::51691,LSM8,Gene
Gene::51719,CAB39,Gene
Gene::51728,POLR3K,Gene
Gene::5198,PFAS,Gene
Gene::5201,PFDN1,Gene
Gene::5223,PGAM1,Gene
Gene::5226,PGD,Gene
Gene::5241,PGR,Gene
Gene::5243,ABCB1,Gene
Gene::5252,PHF1,Gene
Gene::5255,PHKA1,Gene
Gene::5257,PHKB,Gene
Gene::5261,PHKG2,Gene
Gene::5300,PIN1,Gene
Gene::5321,PLA2G4A,Gene
Gene::5328,PLAU,Gene
Gene::533,ATP6V0B,Gene
Gene::5331,PLCB3,Gene
Gene::5347,PLK1,Gene
Gene::5359,PLSCR1,Gene
Gene::5366,PMAIP1,Gene
Gene::5373,PMM2,Gene
Gene::5393,EXOSC9,Gene
Gene::5406,PNLIP,Gene
Gene::54069,MIS18A,Gene
Gene::54107,POLE3,Gene
Gene::54205,CYCS,Gene
Gene::5427,POLE2,Gene
Gene::5438,POLR2I,Gene
Gene::5440,POLR2K,Gene
Gene::54438,GFOD1,Gene
Gene::54442,KCTD5,Gene
Gene::5446,PON3,Gene
Gene::54475,NLE1,Gene
Gene::54499,TMCO1,Gene
Gene::54504,CPVL,Gene
Gene::54512,EXOSC4,Gene
Gene::54517,PUS7,Gene
Gene::54521,WDR44,Gene
Gene::54539,NDUFB11,Gene
Gene::54541,DDIT4,Gene
Gene::54575,UGT1A10,Gene
Gene::54600,UGT1A9,Gene
Gene::54623,PAF1,Gene
Gene::5464,PPA1,Gene
Gene::5465,PPARA,Gene
Gene::54658,UGT1A1,Gene
Gene::54659,UGT1A3,Gene
Gene::5467,PPARD,Gene
Gene::5468,PPARG,Gene
Gene::54680,ZNHIT6,Gene
Gene::5471,PPAT,Gene
Gene::54733,SLC35F2,Gene
Gene::54807,ZNF586,Gene
Gene::54821,ERCC6L,Gene
Gene::54881,TEX10,Gene
Gene::54908,SPDL1,Gene
Gene::54927,CHCHD3,Gene
Gene::54929,TMEM161A,Gene
Gene::54962,TIPIN,Gene
Gene::5498,PPOX,Gene
Gene::55003,PAK1IP1,Gene
Gene::55008,HERC6,Gene
Gene::55012,PPP2R3C,Gene
Gene::55038,CDCA4,Gene
Gene::55055,ZWILCH,Gene
Gene::55062,WIPI1,Gene
Gene::55108,BSDC1,Gene
Gene::55127,HEATR1,Gene
Gene::55129,ANO10,Gene
Gene::55131,RBM28,Gene
Gene::55143,CDCA8,Gene
Gene::55146,ZDHHC4,Gene
Gene::55148,UBR7,Gene
Gene::55149,MTPAP,Gene
Gene::55152,DALRD3,Gene
Gene::55159,RFWD3,Gene
Gene::55161,TMEM33,Gene
Gene::5520,PPP2R2A,Gene
Gene::55209,SETD5,Gene
Gene::55215,FANCI,Gene
Gene::55219,TMEM57,Gene
Gene::55226,NAT10,Gene
Gene::55244,SLC47A1,Gene
Gene::5525,PPP2R5A,Gene
Gene::55256,ADI1,Gene
Gene::5526,PPP2R5B,Gene
Gene::5529,PPP2R5E,Gene
Gene::55299,BRIX1,Gene
Gene::55324,ABCF3,Gene
Gene::55355,HJURP,Gene
Gene::55367,PIDD1,Gene
Gene::55388,MCM10,Gene
Gene::5557,PRIM1,Gene
Gene::55585,UBE2Q1,Gene
Gene::55608,ANKRD10,Gene
Gene::55621,TRMT1,Gene
Gene::55635,DEPDC1,Gene
Gene::5564,PRKAB1,Gene
Gene::55651,NHP2,Gene
Gene::5566,PRKACA,Gene
Gene::55699,IARS2,Gene
Gene::55706,NDC1,Gene
Gene::55723,ASF1B,Gene
Gene::55748,CNDP2,Gene
Gene::55759,WDR12,Gene
Gene::55793,FAM63A,Gene
Gene::55794,DDX28,Gene
Gene::55799,CACNA2D3,Gene
Gene::5580,PRKCD,Gene
Gene::55818,KDM3A,Gene
Gene::55823,VPS11,Gene
Gene::5583,PRKCH,Gene
Gene::55837,EAPP,Gene
Gene::55839,CENPN,Gene
Gene::55867,SLC22A11,Gene
Gene::55893,ZNF395,Gene
Gene::5591,PRKDC,Gene
Gene::55957,LIN37,Gene
Gene::55958,KLHL9,Gene
Gene::55967,NDUFA12,Gene
Gene::5613,PRKX,Gene
Gene::5627,PROS1,Gene
Gene::5654,HTRA1,Gene
Gene::56606,SLC2A9,Gene
Gene::56650,CLDND1,Gene
Gene::56652,C10orf2,Gene
Gene::56654,NPDC1,Gene
Gene::5684,PSMA3,Gene
Gene::56889,TM9SF3,Gene
Gene::56901,NDUFA4L2,Gene
Gene::56915,EXOSC5,Gene
Gene::56924,PAK6,Gene
Gene::56943,ENY2,Gene
Gene::5696,PSMB8,Gene
Gene::56967,C14orf132,Gene
Gene::5698,PSMB9,Gene
Gene::5699,PSMB10,Gene
Gene::56992,KIF15,Gene
Gene::56997,ADCK3,Gene
Gene::57001,SDHAF3,Gene
Gene::57016,AKR1B10,Gene
Gene::57019,CIAPIN1,Gene
Gene::5708,PSMD2,Gene
Gene::57128,LYRM4,Gene
Gene::57140,RNPEPL1,Gene
Gene::5715,PSMD9,Gene
Gene::57178,ZMIZ1,Gene
Gene::57192,MCOLN1,Gene
Gene::5720,PSME1,Gene
Gene::5721,PSME2,Gene
Gene::57326,PBXIP1,Gene
Gene::57405,SPC25,Gene
Gene::57406,ABHD6,Gene
Gene::5742,PTGS1,Gene
Gene::5743,PTGS2,Gene
Gene::57468,SLC12A5,Gene
Gene::57658,CALCOCO1,Gene
Gene::5770,PTPN1,Gene
Gene::57761,TRIB3,Gene
Gene::57763,ANKRA2,Gene
Gene::5777,PTPN6,Gene
Gene::57804,POLD4,Gene
Gene::5782,PTPN12,Gene
Gene::57827,C6orf47,Gene
Gene::5796,PTPRK,Gene
Gene::5800,PTPRO,Gene
Gene::581,BAX,Gene
Gene::58190,CTDSP1,Gene
Gene::5829,PXN,Gene
Gene::5831,PYCR1,Gene
Gene::58472,SQRDL,Gene
Gene::58478,ENOPH1,Gene
Gene::58533,SNX6,Gene
Gene::5863,RGL2,Gene
Gene::5869,RAB5B,Gene
Gene::5888,RAD51,Gene
Gene::5891,MOK,Gene
Gene::5898,RALA,Gene
Gene::590,BCHE,Gene
Gene::5900,RALGDS,Gene
Gene::5901,RAN,Gene
Gene::5909,RAP1GAP,Gene
Gene::5925,RB1,Gene
Gene::5927,KDM5A,Gene
Gene::59272,ACE2,Gene
Gene::595,CCND1,Gene
Gene::5965,RECQL,Gene
Gene::5971,RELB,Gene
Gene::5972,REN,Gene
Gene::5982,RFC2,Gene
Gene::5983,RFC3,Gene
Gene::5985,RFC5,Gene
Gene::5997,RGS2,Gene
Gene::6015,RING1,Gene
Gene::60343,FAM3A,Gene
Gene::6048,RNF5,Gene
Gene::60528,ELAC2,Gene
Gene::6059,ABCE1,Gene
Gene::6094,ROM1,Gene
Gene::6119,RPA3,Gene
Gene::6166,RPL36AL,Gene
Gene::6182,MRPL12,Gene
Gene::6184,RPN1,Gene
Gene::6192,RPS4Y1,Gene
Gene::6197,RPS6KA3,Gene
Gene::622,BDH1,Gene
Gene::6251,RSU1,Gene
Gene::6253,RTN2,Gene
Gene::6262,RYR2,Gene
Gene::6275,S100A4,Gene
Gene::6278,S100A7,Gene
Gene::6284,S100A13,Gene
Gene::6286,S100P,Gene
Gene::6301,SARS,Gene
Gene::6304,SATB1,Gene
Gene::6307,MSMO1,Gene
Gene::6319,SCD,Gene
Gene::6324,SCN1B,Gene
Gene::6331,SCN5A,Gene
Gene::6337,SCNN1A,Gene
Gene::6338,SCNN1B,Gene
Gene::6339,SCNN1D,Gene
Gene::6340,SCNN1G,Gene
Gene::6347,CCL2,Gene
Gene::6382,SDC1,Gene
Gene::63874,ABHD4,Gene
Gene::63875,MRPL17,Gene
Gene::6390,SDHB,Gene
Gene::63933,MCUR1,Gene
Gene::6401,SELE,Gene
Gene::6402,SELL,Gene
Gene::64080,RBKS,Gene
Gene::64083,GOLPH3,Gene
Gene::641,BLM,Gene
Gene::64118,DUS1L,Gene
Gene::64167,ERAP2,Gene
Gene::642,BLMH,Gene
Gene::64240,ABCG5,Gene
Gene::64241,ABCG8,Gene
Gene::64288,ZSCAN31,Gene
Gene::64318,NOC3L,Gene
Gene::64342,HS1BP3,Gene
Gene::64395,GMCL1,Gene
Gene::64422,ATG3,Gene
Gene::64425,POLR1E,Gene
Gene::64428,NARFL,Gene
Gene::64429,ZDHHC6,Gene
Gene::6443,SGCB,Gene
Gene::64601,VPS16,Gene
Gene::6461,SHB,Gene
Gene::6462,SHBG,Gene
Gene::6464,SHC1,Gene
Gene::64682,ANAPC1,Gene
Gene::64743,WDR13,Gene
Gene::64755,C16orf58,Gene
Gene::6476,SI,Gene
Gene::64781,CERK,Gene
Gene::64805,P2RY12,Gene
Gene::64943,NT5DC2,Gene
Gene::65055,REEP1,Gene
Gene::65057,ACD,Gene
Gene::6509,SLC1A4,Gene
Gene::652,BMP4,Gene
Gene::6530,SLC6A2,Gene
Gene::6532,SLC6A4,Gene
Gene::6548,SLC9A1,Gene
Gene::6554,SLC10A1,Gene
Gene::6557,SLC12A1,Gene
Gene::6558,SLC12A2,Gene
Gene::6559,SLC12A3,Gene
Gene::6560,SLC12A4,Gene
Gene::6564,SLC15A1,Gene
Gene::6565,SLC15A2,Gene
Gene::6566,SLC16A1,Gene
Gene::6570,SLC18A1,Gene
Gene::6571,SLC18A2,Gene
Gene::6578,SLCO2A1,Gene
Gene::6579,SLCO1A2,Gene
Gene::6580,SLC22A1,Gene
Gene::6581,SLC22A3,Gene
Gene::6582,SLC22A2,Gene
Gene::6583,SLC22A4,Gene
Gene::6584,SLC22A5,Gene
Gene::6599,SMARCC1,Gene
Gene::65998,C11orf95,Gene
Gene::6609,SMPD1,Gene
Gene::6627,SNRPA1,Gene
Gene::6632,SNRPD1,Gene
Gene::6635,SNRPE,Gene
Gene::6636,SNRPF,Gene
Gene::664,BNIP3,Gene
Gene::6646,SOAT1,Gene
Gene::665,BNIP3L,Gene
Gene::6652,SORD,Gene
Gene::6657,SOX2,Gene
Gene::6676,SPAG4,Gene
Gene::6696,SPP1,Gene
Gene::6697,SPR,Gene
Gene::670,BPHL,Gene
Gene::6713,SQLE,Gene
Gene::6714,SRC,Gene
Gene::672,BRCA1,Gene
Gene::6721,SREBF2,Gene
Gene::6723,SRM,Gene
Gene::6742,SSBP1,Gene
Gene::6790,AURKA,Gene
Gene::6793,STK10,Gene
Gene::6804,STX1A,Gene
Gene::6810,STX4,Gene
Gene::6812,STXBP1,Gene
Gene::6813,STXBP2,Gene
Gene::6817,SULT1A1,Gene
Gene::682,BSG,Gene
Gene::6820,SULT2B1,Gene
Gene::6832,SUPV3L1,Gene
Gene::6833,ABCC8,Gene
Gene::6839,SUV39H1,Gene
Gene::6850,SYK,Gene
Gene::6876,TAGLN,Gene
Gene::6890,TAP1,Gene
Gene::6908,TBP,Gene
Gene::6909,TBX2,Gene
Gene::6915,TBXA2R,Gene
Gene::6919,TCEA2,Gene
Gene::6947,TCN1,Gene
Gene::6988,TCTA,Gene
Gene::6990,DYNLT3,Gene
Gene::6992,PPP1R11,Gene
Gene::701,BUB1B,Gene
Gene::7015,TERT,Gene
Gene::7016,TESK1,Gene
Gene::7020,TFAP2A,Gene
Gene::7027,TFDP1,Gene
Gene::7037,TFRC,Gene
Gene::7043,TGFB3,Gene
Gene::7048,TGFBR2,Gene
Gene::705,BYSL,Gene
Gene::7074,TIAM1,Gene
Gene::7076,TIMP1,Gene
Gene::7077,TIMP2,Gene
Gene::708,C1QBP,Gene
Gene::7088,TLE1,Gene
Gene::7099,TLR4,Gene
Gene::7103,TSPAN8,Gene
Gene::7105,TSPAN6,Gene
Gene::7106,TSPAN4,Gene
Gene::7108,TM7SF2,Gene
Gene::7125,TNNC2,Gene
Gene::7134,TNNC1,Gene
Gene::7153,TOP2A,Gene
Gene::7155,TOP2B,Gene
Gene::7157,TP53,Gene
Gene::7159,TP53BP2,Gene
Gene::7168,TPM1,Gene
Gene::7172,TPMT,Gene
Gene::7204,TRIO,Gene
Gene::7264,TSTA3,Gene
Gene::727,C5,Gene
Gene::7277,TUBA4A,Gene
Gene::728661,SLC35E2B,Gene
Gene::7296,TXNRD1,Gene
Gene::7298,TYMS,Gene
Gene::7319,UBE2A,Gene
Gene::7324,UBE2E1,Gene
Gene::7336,UBE2V2,Gene
Gene::7358,UGDH,Gene
Gene::7364,UGT2B7,Gene
Gene::7366,UGT2B15,Gene
Gene::7367,UGT2B17,Gene
Gene::7371,UCK2,Gene
Gene::7372,UMPS,Gene
Gene::7376,NR1H2,Gene
Gene::7378,UPP1,Gene
Gene::7392,USF2,Gene
Gene::7398,USP1,Gene
Gene::7412,VCAM1,Gene
Gene::7422,VEGFA,Gene
Gene::7431,VIM,Gene
Gene::7443,VRK1,Gene
Gene::747,DAGLA,Gene
Gene::7485,WRB,Gene
Gene::7494,XBP1,Gene
Gene::7498,XDH,Gene
Gene::7511,XPNPEP1,Gene
Gene::7514,XPO1,Gene
Gene::7538,ZFP36,Gene
Gene::759,CA1,Gene
Gene::760,CA2,Gene
Gene::762,CA4,Gene
Gene::763,CA5A,Gene
Gene::765,CA6,Gene
Gene::766,CA7,Gene
Gene::768,CA9,Gene
Gene::771,CA12,Gene
Gene::7726,TRIM26,Gene
Gene::773,CACNA1A,Gene
Gene::774,CACNA1B,Gene
Gene::775,CACNA1C,Gene
Gene::7750,ZMYM2,Gene
Gene::776,CACNA1D,Gene
Gene::778,CACNA1F,Gene
Gene::779,CACNA1S,Gene
Gene::780,DDR1,Gene
Gene::781,CACNA2D1,Gene
Gene::782,CACNB1,Gene
Gene::783,CACNB2,Gene
Gene::784,CACNB3,Gene
Gene::7849,PAX8,Gene
Gene::785,CACNB4,Gene
Gene::7852,CXCR4,Gene
Gene::786,CACNG1,Gene
Gene::7866,IFRD2,Gene
Gene::78994,PRR14,Gene
Gene::79000,AUNIP,Gene
Gene::79019,CENPM,Gene
Gene::79023,NUP37,Gene
Gene::79056,PRRG4,Gene
Gene::79058,ASPSCR1,Gene
Gene::79071,ELOVL6,Gene
Gene::79073,TMEM109,Gene
Gene::79075,DSCC1,Gene
Gene::79077,DCTPP1,Gene
Gene::79080,CCDC86,Gene
Gene::79084,WDR77,Gene
Gene::79089,TMUB2,Gene
Gene::79090,TRAPPC6A,Gene
Gene::79094,CHAC1,Gene
Gene::79143,MBOAT7,Gene
Gene::79170,PRR15L,Gene
Gene::79174,CRELD2,Gene
Gene::79187,FSD1,Gene
Gene::7920,ABHD16A,Gene
Gene::7941,PLA2G7,Gene
Gene::79600,TCTN1,Gene
Gene::79622,SNRNP25,Gene
Gene::79643,CHMP6,Gene
Gene::79654,HECTD3,Gene
Gene::79671,NLRX1,Gene
Gene::79682,CENPU,Gene
Gene::79693,YRDC,Gene
Gene::79735,TBC1D17,Gene
Gene::79736,TEFM,Gene
Gene::7979,SHFM1,Gene
Gene::79801,SHCBP1,Gene
Gene::7982,ST7,Gene
Gene::79833,GEMIN6,Gene
Gene::79850,FAM57A,Gene
Gene::79902,NUP85,Gene
Gene::79921,TCEAL4,Gene
Gene::79961,DENND2D,Gene
Gene::79991,OBFC1,Gene
Gene::801,CALM1,Gene
Gene::80155,NAA15,Gene
Gene::80212,CCDC92,Gene
Gene::80218,NAA50,Gene
Gene::80256,FAM214B,Gene
Gene::80273,GRPEL1,Gene
Gene::80324,PUS1,Gene
Gene::805,CALM2,Gene
Gene::8050,PDHX,Gene
Gene::8061,FOSL1,Gene
Gene::80746,TSEN2,Gene
Gene::80758,PRR7,Gene
Gene::808,CALM3,Gene
Gene::8091,HMGA2,Gene
Gene::81033,KCNH6,Gene
Gene::81034,SLC25A32,Gene
Gene::813,CALU,Gene
Gene::81533,ITFG1,Gene
Gene::81539,SLC38A1,Gene
Gene::81544,GDPD5,Gene
Gene::81566,CSRNP2,Gene
Gene::81892,SLIRP,Gene
Gene::81929,SEH1L,Gene
Gene::8202,NCOA3,Gene
Gene::8204,NRIP1,Gene
Gene::8208,CHAF1B,Gene
Gene::822,CAPG,Gene
Gene::823,CAPN1,Gene
Gene::8243,SMC1A,Gene
Gene::8273,SLC10A3,Gene
Gene::831,CAST,Gene
Gene::8312,AXIN1,Gene
Gene::8318,CDC45,Gene
Gene::8321,FZD1,Gene
Gene::8324,FZD7,Gene
Gene::8334,HIST1H2AC,Gene
Gene::83461,CDCA3,Gene
Gene::8349,HIST2H2BE,Gene
Gene::835,CASP2,Gene
Gene::83743,GRWD1,Gene
Gene::8396,PIP4K2B,Gene
Gene::8398,PLA2G6,Gene
Gene::8408,ULK1,Gene
Gene::842,CASP9,Gene
Gene::843,CASP10,Gene
Gene::8440,NCK2,Gene
Gene::8444,DYRK3,Gene
Gene::8446,DUSP11,Gene
Gene::84549,MAK16,Gene
Gene::84617,TUBB6,Gene
Gene::847,CAT,Gene
Gene::84722,PSRC1,Gene
Gene::8480,RAE1,Gene
Gene::84890,ADO,Gene
Gene::8503,PIK3R3,Gene
Gene::8513,LIPF,Gene
Gene::8520,HAT1,Gene
Gene::85236,HIST1H2BK,Gene
Gene::8533,COPS3,Gene
Gene::85377,MICALL1,Gene
Gene::8553,BHLHE40,Gene
Gene::8562,DENR,Gene
